"ID","Title","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C407556","Payment method =  Bank card (Skyflow) > Payment step displays","","Medium","Step 2 Billing","0","","Step 2 Billing","","Step Description:
Select Payment method Bank card (Skyflow)
Expected Result:
Skyflow is set up as a payment method.

The 4-step Payment was added between the Order review and Completed. The number of steps re-calculated","","Skyflow is set up as a payment method.

The 4-step Payment was added between the Order review and Completed. The number of steps re-calculated","","Select Payment method Bank card (Skyflow)","Automated"
"","","","","","","","","","
Step Description:
Click on Review Order
Check Payment Step
Expected Result:
The Order Review page is opened
The 4-Step Payment is displayed","","The Order Review page is opened
The 4-Step Payment is displayed","","Click on Review Order
Check Payment Step",""
"C407557","Payment method = Bank card (CyberSource) > Payment step displays","","Medium","Step 2 Billing","0","","Step 2 Billing","","Step Description:
Select Payment method Bank card (CyberSource)
Expected Result:
CyberSource is set up as a payment method.

The 4-step Payment was added between the Order review and Completed. The number of steps re-calculated","","CyberSource is set up as a payment method.

The 4-step Payment was added between the Order review and Completed. The number of steps re-calculated","","Select Payment method Bank card (CyberSource)","Automated"
"","","","","","","","","","
Step Description:
Click on Review Order
Check Payment Step
Expected Result:
The Order Review page is opened
The 4-Step Payment is displayed","","The Order Review page is opened
The 4-Step Payment is displayed","","Click on Review Order
Check Payment Step",""
"C407558","Payment method = DefaultManual > Payment step does not display","","Medium","Step 2 Billing","0","","Step 2 Billing","","Step Description:
Select Payment method DefaultManualPaymentMethod
Expected Result:
The DefaultManualPaymentMethod is set up as a payment method.

The payment step was not add","","The DefaultManualPaymentMethod is set up as a payment method.

The payment step was not add","","Select Payment method DefaultManualPaymentMethod","Automated"
"C407559","Billing > Linked steps","","Medium","Step 2 Billing","0","","Step 2 Billing","","Step Description:
Click on Proceed to billing
Expected Result:
The billing page is opened
The steps are displayed as:

* Back to Cart - clickable
* Shipping - clickable
* Billing - active, unclickable
* Order review - unclickable
* Completed -unclickable

  


","","The billing page is opened
The steps are displayed as:

* Back to Cart - clickable
* Shipping - clickable
* Billing - active, unclickable
* Order review - unclickable
* Completed -unclickable

  


","","Click on Proceed to billing","Automated"
"","","","","","","","","","
Step Description:
Set up billing address/ payment method
Click on the Shipping step
Expected Result:
The shipping page is opened. Shipping details are displayed

The steps are displayed as:

* Back to Cart - clickable
* Shipping - active, unclickable
* Billing -  unclickable
* Order review - unclickable
* Completed -unclickable

  
","","The shipping page is opened. Shipping details are displayed

The steps are displayed as:

* Back to Cart - clickable
* Shipping - active, unclickable
* Billing -  unclickable
* Order review - unclickable
* Completed -unclickable

  
","","Set up billing address/ payment method
Click on the Shipping step",""
"","","","","","","","","","
Step Description:
Click on Back to Cart
Expected Result:
The Cart page is opened","","The Cart page is opened","","Click on Back to Cart",""
"","","","","","","","","","
Step Description:
Click on Proceed to Checkout
Expected Result:
The shipping page is opened.
The shipping details are saved.","","The shipping page is opened.
The shipping details are saved.","","Click on Proceed to Checkout",""
"","","","","","","","","","
Step Description:
Click on Proceed to billing
Expected Result:
The billing page is opened.
The payment details are saved.","","The billing page is opened.
The payment details are saved.","","Click on Proceed to billing",""
"C407560","Billing >  Order Summary","","Medium","Step 2 Billing","0","","Step 2 Billing","","","","","","","Other"
"C407561","Billing > Purchase order field","","Medium","Step 2 Billing","0","","Step 2 Billing","","","","","","","Other"
"C407562","Billing > Review Order","","Medium","Step 2 Billing","0","","Step 2 Billing","","Step Description:
Click on Proceed to billing
Expected Result:
The billing page is opened
The billing address and Payment method do not set up

The Review Order button is disabled by default
The warning message displays: Please fill in all required information to proceed.


  
","","The billing page is opened
The billing address and Payment method do not set up

The Review Order button is disabled by default
The warning message displays: Please fill in all required information to proceed.


  
","","Click on Proceed to billing","Automated"
"","","","","","","","","","
Step Description:
Specify billing address
Expected Result:
The billing address is set up.

Review Order is still disabled","","The billing address is set up.

Review Order is still disabled","","Specify billing address",""
"","","","","","","","","","
Step Description:
Select Payment Method
Expected Result:
The Payment method is set up

Review Order is activated","","The Payment method is set up

Review Order is activated","","Select Payment Method",""
"C407563","Order review > View","","Medium","Step 3 Order review","0","","Step 3 Order review","","Step Description:
The user clicked on Review Order
Expected Result:
The new page opens with URL/checkout/review

The next elements are displayed:

Title ORDER REVIEW

Steps

Back to Cart (active link)

 Shipping (active link)

 Billing (clickable)

3 Order review (active, unclickable)

4 Completed (unclickable)

------------------------------------------------------


Title PLEASE REVIEW YOUR ORDER

Sections with next elements (read-only): 

* Line-items grouping by Vendors
* Shipping address
* Billing address
* Delivery method
* Payment method 

------------------------------------------------------------------------

* Order comment (optional)
* Accepted gifts (optional)

-------------------------------------------------------------------------

* Order Summary

* Button Place Order (enable by default)","","The new page opens with URL/checkout/review

The next elements are displayed:

Title ORDER REVIEW

Steps

Back to Cart (active link)

 Shipping (active link)

 Billing (clickable)

3 Order review (active, unclickable)

4 Completed (unclickable)

------------------------------------------------------


Title PLEASE REVIEW YOUR ORDER

Sections with next elements (read-only): 

* Line-items grouping by Vendors
* Shipping address
* Billing address
* Delivery method
* Payment method 

------------------------------------------------------------------------

* Order comment (optional)
* Accepted gifts (optional)

-------------------------------------------------------------------------

* Order Summary

* Button Place Order (enable by default)","","The user clicked on Review Order","Automated"
"C407564","Order review > Line-items grouping by Vendor","","Medium","Step 3 Order review","0","","Step 3 Order review","","Step Description:
Take a look at the Line-items section
Expected Result:
All items are grouped by appropriate Vendor Group.

- The vendor group name is displayed as Vendor:companyName

- The product without vendor moved to Vendor: N/A

- Line items and the quantity field are read-only

- The subtotal is calculated by each section","","All items are grouped by appropriate Vendor Group.

- The vendor group name is displayed as Vendor:companyName

- The product without vendor moved to Vendor: N/A

- Line items and the quantity field are read-only

- The subtotal is calculated by each section","","Take a look at the Line-items section","Automated"
"","","","","","","","","","
Step Description:
Go to Cart
Change qty of products
Delete the product from the cart
Add new product with another Vendor
Expected Result:
The cart is updated","","The cart is updated","","Go to Cart
Change qty of products
Delete the product from the cart
Add new product with another Vendor",""
"","","","","","","","","","
Step Description:
Click on Proceed to Checkout 
Move forward to the Order review step
Expected Result:
The order review page updated


- The qty of products is changed
- The removed product is no longer displayed
- New Vendor group displayed with added product
","","The order review page updated


- The qty of products is changed
- The removed product is no longer displayed
- New Vendor group displayed with added product
","","Click on Proceed to Checkout 
Move forward to the Order review step",""
"C407565","Order review > Shipping and Billing addresses the same","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407566","Order review > Shipping and Billing addresses different","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407567","Order review > Delivery method / Payment method","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407568","Order review > Comment section","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407569","Order review > Gift section","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407570","Order review > Order Summary","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407571","Order review > Place Order","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Automated"
"C407572","Order review > Print order","","Medium","Step 3 Order review","0","","Step 3 Order review","","Step Description:
Add products to cart &gt; go to Review Order step
Expected Result:
The print icon appears on the Review Order step


 ![](index.php?/attachments/get/eadcfd88-e639-46ec-9aaa-c6dca9f484f9) 


","","The print icon appears on the Review Order step


 ![](index.php?/attachments/get/eadcfd88-e639-46ec-9aaa-c6dca9f484f9) 


","","Add products to cart &gt; go to Review Order step","Other"
"","","","","","","","","","
Step Description:
Click on Print icon
Expected Result:
the system opens the print page in a new tab","","the system opens the print page in a new tab","","Click on Print icon",""
"C407573","Order review > Linked steps","","Medium","Step 3 Order review","0","","Step 3 Order review","","","","","","","Other"
"C407546","Payment > View","","Medium","Step 4 Payment (Dynamic step)","0","","Step 4 Payment (Dynamic step)","","Step Description:
Click on Place Order 
Expected Result:
The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

Back to orders details (active link)

- Bank card (Authorize.Net) (uneditable field)

Required fields:

Card number* 
Cardholder name*
Expiration date*
Security Code*

Pay Now (disabled by default, activated when all required fields are filled out)


  
","","The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

Back to orders details (active link)

- Bank card (Authorize.Net) (uneditable field)

Required fields:

Card number* 
Cardholder name*
Expiration date*
Security Code*

Pay Now (disabled by default, activated when all required fields are filled out)


  
","","Click on Place Order ","Automated"
"C407547","Payment > Payment Successful","","Medium","Step 4 Payment (Dynamic step)","0","","Step 4 Payment (Dynamic step)","","Step Description:
Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code


Expected Result:
The button Pay now became active","","The button Pay now became active","","Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code

","Automated"
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/success


 ![](index.php?/attachments/get/95fa3e56-b2f7-4e8f-bcf0-b85fe885fd95) 
","","The page redirects to {domain-name}/checkout/payment/success


 ![](index.php?/attachments/get/95fa3e56-b2f7-4e8f-bcf0-b85fe885fd95) 
","","Click on Pay now",""
"C407548","Payment > Payment Failed","","Medium","Step 4 Payment (Dynamic step)","0","","Step 4 Payment (Dynamic step)","","Step Description:
Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code
Expected Result:
The button Pay now became active","","The button Pay now became active","","Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code","Automated"
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/failure

  



","","The page redirects to {domain-name}/checkout/payment/failure

  



","","Click on Pay now",""
"","","","","","","","","","
Step Description:
Click on Payment details
Expected Result:
The Payment page is opened {domain-name}/checkout/payment


","","The Payment page is opened {domain-name}/checkout/payment


","","Click on Payment details",""
"C407540","Payment > Bank card (Skyflow) > Save a new Сard first time","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","Step Description:
Finish checkout
Click on Place Order
Expected Result:
The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

- Back to orders details (active link)

- Shipping (inactive)

- Billing (inactive)

- Order review (inactive)

- Payment

- Completed

Bank card (Skyflow) (uneditable field)

Required fields:

Card number*
Cardholder name*
Expiration date*
Security Code*

- Pay Now (disabled by default, activated when all required fields are filled out)

- Checkbox (unchecked by default) Save card for future payments. It's safe.

---

  






","","The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

- Back to orders details (active link)

- Shipping (inactive)

- Billing (inactive)

- Order review (inactive)

- Payment

- Completed

Bank card (Skyflow) (uneditable field)

Required fields:

Card number*
Cardholder name*
Expiration date*
Security Code*

- Pay Now (disabled by default, activated when all required fields are filled out)

- Checkbox (unchecked by default) Save card for future payments. It's safe.

---

  






","","Finish checkout
Click on Place Order","Automated"
"","","","","","","","","","
Step Description:
Fill out all required fields:

- Card number
- Cardholder name
- Expiration date
- Security Code
- Click on the checkbox Save card for future payments. It's safe.
Expected Result:
The button Pay now became active

THe checkbox is selected


---

  



","","The button Pay now became active

THe checkbox is selected


---

  



","","Fill out all required fields:

- Card number
- Cardholder name
- Expiration date
- Security Code
- Click on the checkbox Save card for future payments. It's safe.",""
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/success","","The page redirects to {domain-name}/checkout/payment/success","","Click on Pay now",""
"C407541","Payment > Bank card (Skyflow) > Select Saved Card","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","Step Description:
Finish checkout
Click on Place Order
Expected Result:
The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

- Back to orders details (active link)

- Shipping (inactive)

- Billing (inactive)

- Order review (inactive)

- Payment

- Completed

Bank card (Skyflow) (uneditable field)

- Saved Cards (Select credit card drop-down)

- Pay Now (disabled by default, activated when all required fields are filled out)

---
 ![](index.php?/attachments/get/1000003733) 








  






","","The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

- Back to orders details (active link)

- Shipping (inactive)

- Billing (inactive)

- Order review (inactive)

- Payment

- Completed

Bank card (Skyflow) (uneditable field)

- Saved Cards (Select credit card drop-down)

- Pay Now (disabled by default, activated when all required fields are filled out)

---
 ![](index.php?/attachments/get/1000003733) 








  






","","Finish checkout
Click on Place Order","Automated"
"","","","","","","","","","
Step Description:
Click on Select credit card drop-down
Select the card



Expected Result:
The drop-down is opened

The saved card is shown:

XXXXXXXXXXXX9703 (09/28)

Pay now is activated


---

  

 


","","The drop-down is opened

The saved card is shown:

XXXXXXXXXXXX9703 (09/28)

Pay now is activated


---

  

 


","","Click on Select credit card drop-down
Select the card


",""
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/success

---

 ![](index.php?/attachments/get/1000004587) 
","","The page redirects to {domain-name}/checkout/payment/success

---

 ![](index.php?/attachments/get/1000004587) 
","","Click on Pay now",""
"C407542","Payment > Bank card (Skyflow) > Select Saved Card (re-enter CVV)","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","Step Description:
Go to admin site > Content > B2B-store > Theme > default
Open config > settings_data.json
Set  """"isCVVinSkyflowRequired"""": true
Save
Expected Result:
Settings is saved","","Settings is saved","","Go to admin site > Content > B2B-store > Theme > default
Open config > settings_data.json
Set  ""isCVVinSkyflowRequired"": true
Save","Automated"
"","","","","","","","","","
Step Description:
Return to storefront
Finish checkout
Click on Place Order

Select saved credit card


Expected Result:
CVV is required.","","CVV is required.","","Return to storefront
Finish checkout
Click on Place Order

Select saved credit card

",""
"","","","","","","","","","
Step Description:
Enter CVV code and click pay now button
Expected Result:
The payment should be initiated with actual CVV.
The page redirects to {domain-name}/checkout/payment/success
","","The payment should be initiated with actual CVV.
The page redirects to {domain-name}/checkout/payment/success
","","Enter CVV code and click pay now button",""
"C407543","Payment > Bank card (Skyflow) >  Add new card","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","Step Description:
Finish checkout
Click on Place Order
Open checkout/payment page
Click on Select credit card
Expected Result:
The drop-down is opened:

--- 

 ![](index.php?/attachments/get/1000000340) 

 
","","The drop-down is opened:

--- 

 ![](index.php?/attachments/get/1000000340) 

 
","","Finish checkout
Click on Place Order
Open checkout/payment page
Click on Select credit card","Automated"
"","","","","","","","","","
Step Description:
Click on Add new card
Expected Result:
The payment page is presented:

---

 ![](index.php?/attachments/get/1000000112) 
","","The payment page is presented:

---

 ![](index.php?/attachments/get/1000000112) 
","","Click on Add new card",""
"","","","","","","","","","
Step Description:
Fill out all required fields:

Card number
Cardholder name
Expiration date
Security Code
Click on the checkbox Save card for future payments. It's safe.
Expected Result:
The button Pay now became active

THe checkbox is selected","","The button Pay now became active

THe checkbox is selected","","Fill out all required fields:

Card number
Cardholder name
Expiration date
Security Code
Click on the checkbox Save card for future payments. It's safe.",""
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/success","","The page redirects to {domain-name}/checkout/payment/success","","Click on Pay now",""
"C407544","Payment > Bank card (Skyflow) > Save card checkbox is unchecked","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","","","","","","Automated"
"C407545","Pay now > change payment method > card (Skyflow)","","Medium","Skyflow","1","","Step 4 Payment (Dynamic step) > Skyflow","","Step Description:
Click button Pay now
Pay attention on block Payment method
Expected Result:
Payment method block presented
Button Edit","","Payment method block presented
Button Edit","","Click button Pay now
Pay attention on block Payment method","Other"
"","","","","","","","","","
Step Description:
Click button Edit
Expected Result:
Popup with list of the payment methods presented","","Popup with list of the payment methods presented","","Click button Edit",""
"","","","","","","","","","
Step Description:
Select Skyflow Method
Check the page
Expected Result:
Next elements presented
Card number
Cardholder name
expired month/year
security code","","Next elements presented
Card number
Cardholder name
expired month/year
security code","","Select Skyflow Method
Check the page",""
"","","","","","","","","","
Step Description:
Fill in all fields 
Click button Pay now
Expected Result:
Payment page opens
Next elements are presented:
Logo Virto commerce
Breadcrumbs
Order number
Footer with version
Order summary
Buttons: Back to order, orders list","","Payment page opens
Next elements are presented:
Logo Virto commerce
Breadcrumbs
Order number
Footer with version
Order summary
Buttons: Back to order, orders list","","Fill in all fields 
Click button Pay now",""
"","","","","","","","","","
Step Description:
Click button Orders list
Expected Result:
Order list opens

","","Order list opens

","","Click button Orders list",""
"","","","","","","","","","
Step Description:
Repeat steps from Preconditions and Step 1
Click button Back to order
Expected Result:
Order page opens

","","Order page opens

","","Repeat steps from Preconditions and Step 1
Click button Back to order",""
"C407592","Payment > View","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
Click on Place Order 
Expected Result:
The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

Back to orders details (active link)

- Bank card (CyberSource) (uneditable field)

Required fields:

Card number* 
Cardholder name*
Expiration date*
Security Code*

Pay Now (disabled by default, activated when all required fields are filled out)


  
","","The Payment page is opened {domain-name}/checkout/payment

The next elements are presented:

PAYMENT

Back to orders details (active link)

- Bank card (CyberSource) (uneditable field)

Required fields:

Card number* 
Cardholder name*
Expiration date*
Security Code*

Pay Now (disabled by default, activated when all required fields are filled out)


  
","","Click on Place Order ","Automated"
"C407593","Payment > Payment Successful","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code


Expected Result:
The button Pay now became active","","The button Pay now became active","","Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code

","Automated"
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/success


 ![](index.php?/attachments/get/1000003391) 
","","The page redirects to {domain-name}/checkout/payment/success


 ![](index.php?/attachments/get/1000003391) 
","","Click on Pay now",""
"C407594","Payment > Payment Failed","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code
Expected Result:
The button Pay now became active","","The button Pay now became active","","Fill out all required fields:

* Card number
* Cardholder name
* Expiration date
* Security Code","Automated"
"","","","","","","","","","
Step Description:
Click on Pay now
Expected Result:
The page redirects to {domain-name}/checkout/payment/failure

 ![](index.php?/attachments/get/1000003964) 



","","The page redirects to {domain-name}/checkout/payment/failure

 ![](index.php?/attachments/get/1000003964) 



","","Click on Pay now",""
"","","","","","","","","","
Step Description:
Click on Payment details
Expected Result:
The Payment page is opened {domain-name}/checkout/payment


","","The Payment page is opened {domain-name}/checkout/payment


","","Click on Payment details",""
"C407595","Validation > Card > required fields","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
1. Enter the necessary information, except __Card number__
2. Click away from the First name field.


Expected Result:
1. Shows error message about required field Card number    ","","1. Shows error message about required field Card number    ","","1. Enter the necessary information, except __Card number__
2. Click away from the First name field.

","Automated"
"","","","","","","","","","
Step Description:
1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required field Cardholder name    ","","1. Error message shows about required field Cardholder name    ","","1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","
Step Description:
1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Expiration date.        ","","1. Error message shows about required field Expiration date.        ","","1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 ",""
"","","","","","","","","","
Step Description:
1. Enter necessary information, except __Security Code__
2. Click away from the Username field.

Expected Result:
1. Error message shows about required field Security Code.    ","","1. Error message shows about required field Security Code.    ","","1. Enter necessary information, except __Security Code__
2. Click away from the Username field.
",""
"C407596","Validation > Card > max chars","","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","","Step Description:
1. Fill in the field __Cardholder name__ with more than 64 chars



Expected Result:
1. Error message shows that field can not be more than 64 chars","","1. Error message shows that field can not be more than 64 chars","","1. Fill in the field __Cardholder name__ with more than 64 chars


","Automated"
"C407597","Validate Payment with an Expired Card","The system displays an error message: 'Card has expired.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter an expired expiration date (MM/YY format).
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C407598","Validate Payment with an Incorrect CVV","The system displays an error message: 'Invalid CVV. Please enter a 3-digit code.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid Visa card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter an invalid CVV (less than 3 digits).
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C407599","Validate that the 'PAY NOW' Button is Disabled When Fields are Empty","The 'PAY NOW' button remains disabled.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Leave all fields empty.
2. Observe the 'PAY NOW' button.","","","","","","Automated"
"C407600","Validate Minimum Length for Card Number","A validation message should appear stating that the 'Card Number must be at least 12 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single digit in the 'Card Number' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C407601","Validate Minimum Length for Security Code","A validation message should appear stating that 'Security code must be at least 3 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single character in the 'Security Code' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C407602","Validate Expiration Date Format","A validation message should appear stating that 'Month must be exactly 2 characters'.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single digit in the 'Expiration Date' field.
2. Observe the validation message displayed below the field.","","","","","","Automated"
"C407603","Validate Cardholder Name Minimum Length","System should validate if the name length is acceptable, and show an error if a single character is not allowed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a single character in the 'Cardholder Name' field.
2. Observe the validation message (if any) displayed below the field.","","","","","","Automated"
"C407604","Validate Error Message for an Invalid Card Number","The system displays an error message: 'Invalid card number.' The payment is not processed.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter an invalid card number.
2. Enter a valid cardholder name.
3. Enter a valid expiration date.
4. Enter a valid CVV.
5. Click on the 'PAY NOW' button.","","","","","","Automated"
"C407605","Validate Keyboard Navigation in Payment Form","The keyboard navigation works as expected, and users can navigate through fields without using a mouse.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Use the 'Tab' key to navigate through the fields.
2. Verify that the focus moves correctly from 
  -Card Number
  -Cardholder Name
  -Expiration Date
  -Security Code
  -PAY NOW button
3. Press Shift + Tab and verify that the focus moves in reverse order.","","","","","","Other"
"C407606","Validate Clear Input Functionality","The input fields should be cleared when using 'Backspace' or 'Delete'. Placeholder text should reappear when the field is empty.","Medium","CyberSource","1","https://virtocommerce.atlassian.net/browse/VCST-2069
https://virtocommerce.atlassian.net/browse/VCST-2550

The feature available from vc-frontend version 2.15.0

The testing cards sandbox

https://developer.cybersource.com/hello-world/testing-guide-v1.html","Step 4 Payment (Dynamic step) > CyberSource","1. Enter a valid card number, cardholder name, expiration date, and security code.
2. Use the 'Backspace' key or 'Delete' key to clear each field.
3. Observe whether the fields are cleared correctly.
4. Click outside the field to check if the placeholder text reappears.","","","","","","Automated"
"C407574","Validation > Card > required fields","","Medium","AuthorizeNet","1","The testing cards sandbox

https://developer.authorize.net/hello_world/testing_guide.html","Step 4 Payment (Dynamic step) > AuthorizeNet","","Step Description:
1. Enter the necessary information, except __Card number__
2. Click away from the First name field.


Expected Result:
1. Shows error message about required field Card number    ","","1. Shows error message about required field Card number    ","","1. Enter the necessary information, except __Card number__
2. Click away from the First name field.

","Automated"
"","","","","","","","","","
Step Description:
1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 
Expected Result:
1. Error message shows about required field Cardholder name    ","","1. Error message shows about required field Cardholder name    ","","1. Enter necessary information, except __Cardholder name__
2. Click away from the Last name field.
 ",""
"","","","","","","","","","
Step Description:
1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 
Expected Result:
1. Error message shows about required field Expiration date.        ","","1. Error message shows about required field Expiration date.        ","","1. Enter necessary information, except __Expiration date__
2. Click away from the Email field.
 ",""
