"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","","
Step Description:
Click on Catalog or click outside
Expected Result:
The popup is collapsed","","The popup is collapsed","","Click on Catalog or click outside",""
"","","","","","","","","","","
Step Description:
Click on Catalog
Click on the “Show more“ link
Expected Result:
The selected column is uncollapsed, and all subcategories are shown","","The selected column is uncollapsed, and all subcategories are shown","","Click on Catalog
Click on the “Show more“ link",""
"","","","","","","","","","","
Step Description:
Click on """"Hide"""" link
Expected Result:
The selected column is collapsed","","The selected column is collapsed","","Click on ""Hide"" link",""
"","","","","","","","","","","
Step Description:
Click on any Item in the popup 
Expected Result:
The user is redirected to the selected subcategory section in the catalog ","","The user is redirected to the selected subcategory section in the catalog ","","Click on any Item in the popup ",""
"C389039","Catalog drop-down > 1 category with less than 5 subcategories","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001610","![](index.php?/attachments/get/591247c3-d62a-4c32-a30b-229c94d093d2) 

The popup contains 1 column
Popup is opened on the full width of the site
Subcategories are displayed under Main Category
The “Show more” link is displayed if there are more subcategories than limited (Limit=5 by default)

 ","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","Click on the “Catalog” button","","","","","","Other"
"C389040","Catalog drop-down > 2 categories with multiple subcategories","","The popup contains 2 columns
Popup is opened on the full width of the site
Subcategories are displayed under Main Category
The “Show more” link is displayed if there are more subcategories than limited (Limit=5 by default)
","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","Click on the “Catalog” button","","","","","","Other"
"C389041","Catalog drop-down > 4 categories with 5 subcategories","","","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","","Step Description:
Click on the “Catalog” button
Expected Result:
The popup contains 4 columns
Popup is opened on the full width of the site
Subcategories are displayed under Main Category
The “Show more” link is displayed if there are more subcategories than limited (Limit=5 by default)
","","The popup contains 4 columns
Popup is opened on the full width of the site
Subcategories are displayed under Main Category
The “Show more” link is displayed if there are more subcategories than limited (Limit=5 by default)
","","Click on the “Catalog” button","Other"
"","","","","","","","","","","
Step Description:
Close the popup by clicking outside and clicking the """"Catalog"""" button
Expected Result:
The pop-up is closed","","The pop-up is closed","","Close the popup by clicking outside and clicking the ""Catalog"" button",""
"C389042","Catalog drop-down > 10 categories with different number of subcategories","","The popup contains 5 columns and 2 rows
Popup is opened on the full width of the site
All Categories are displayed in the pop-up
Subcategories are displayed under Main Category
The “Show more” link is displayed if there are more subcategories than limited (Limit=5 by default)
","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","Click on the “Catalog” button
Check the pop-up","","","","","","Other"
"C389043","Catalog drop-down > Category without subcategories","","","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","","","","","","","Other"
"C389044","Catalog drop-down > Category without products","","","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","","Step Description:
Click on Catalog drop-down menu
Find category1



Expected Result:
The category1 is not displayed in the menu","","The category1 is not displayed in the menu","","Click on Catalog drop-down menu
Find category1


","Other"
"","","","","","","","","","","
Step Description:
Go to admin
Assign product1 to category1

Verify catalog drop-down menu
Find category1

Expected Result:
The category1 is displayed in the menu","","The category1 is displayed in the menu","","Go to admin
Assign product1 to category1

Verify catalog drop-down menu
Find category1
",""
"","","","","","","","","","","
Step Description:
Click on category1
Expected Result:
The category1 page is opened. Product1 is displayed

","","The category1 page is opened. Product1 is displayed

","","Click on category1",""
"","","","","","","","","","","
Step Description:
Go to the catalog page
Check the category2 in the category selector
Expected Result:
The category2 is not displayed in the menu","","The category2 is not displayed in the menu","","Go to the catalog page
Check the category2 in the category selector",""
"C389045","Catalog drop-down > Category / subcategory is hidden in admin side","","","Medium","Catalog drop-down (main navigation)","2","","Catalog menu > Catalog drop-down (linked list categories) > Catalog drop-down (main navigation)","","Step Description:
Go to Storefront &gt; Sign in page
Click on Catalog
Check hidden category
Expected Result:
Popup is uncollapsed. The hidden Category_1 does not display","","Popup is uncollapsed. The hidden Category_1 does not display","","Go to Storefront &gt; Sign in page
Click on Catalog
Check hidden category","Other"
"C388967","BackToTop button","","","Medium","Footer","0","","Footer","","Step Description:
1. Open any Catalog page
2. Scroll down the page
Expected Result:
1. Arrow icon BackToTop appears after page scroll down
2. icon do not cover any elements on the page","","1. Arrow icon BackToTop appears after page scroll down
2. icon do not cover any elements on the page","","1. Open any Catalog page
2. Scroll down the page","Other"
"","","","","","","","","","","
Step Description:
1. Click on icon BackToTop
Expected Result:
1. Page is scrolled to the top","","1. Page is scrolled to the top","","1. Click on icon BackToTop",""
"","","","","","","","","","","
Step Description:
1. Stay on top of the page
Expected Result:
1. BackToTop button disappears if page on the top","","1. BackToTop button disappears if page on the top","","1. Stay on top of the page",""
"","","","","","","","","","","
Step Description:
1. Check steps 1-3 for the Search page
Expected Result:
1. same results as for the 1-3 steps","","1. same results as for the 1-3 steps","","1. Check steps 1-3 for the Search page",""
"C388968","Subscribe now (stub)","","1. Subscribe now block is resented.
2. Field for email.
3. Button Subscribe.  ","Medium","Footer","0","","Footer","1. Check the Subscribe form on top the footer.","","","","","","Other"
"C388969","Footer links","https://virtowayqa.testrail.io/index.php?/attachments/get/1000004278, https://virtowayqa.testrail.io/index.php?/attachments/get/1000003503, https://virtowayqa.testrail.io/index.php?/attachments/get/1000002555","","Medium","Footer","0","","Footer","","Step Description:
Go to admin &gt; Content &gt; B2B-store
Open Link list
Add


Expected Result:
The blade with a new list is opened","","The blade with a new list is opened","","Go to admin &gt; Content &gt; B2B-store
Open Link list
Add

","Other"
"","","","","","","","","","","
Step Description:
Set name **footer-links**
Set language
Add root links
Save
Expected Result:
The root links were saved

 ![](index.php?/attachments/get/f148ce01-682d-4ffa-81a6-4b733e598bba) 
","","The root links were saved

 ![](index.php?/attachments/get/f148ce01-682d-4ffa-81a6-4b733e598bba) 
","","Set name **footer-links**
Set language
Add root links
Save",""
"","","","","","","","","","","
Step Description:
Add child links for each root links
Set name of root link
Set language
Add child links
Save



Expected Result:
The child links were saved

 ![](index.php?/attachments/get/8b3911a0-69a7-4e63-90c2-13a9d4c4be79) 
","","The child links were saved

 ![](index.php?/attachments/get/8b3911a0-69a7-4e63-90c2-13a9d4c4be79) 
","","Add child links for each root links
Set name of root link
Set language
Add child links
Save


",""
"","","","","","","","","","","
Step Description:
Go to store
Check the footer links
Expected Result:
All links are displayed

 ![](index.php?/attachments/get/c54025fe-45fb-47e3-89e7-b2f477306e4a) 
","","All links are displayed

 ![](index.php?/attachments/get/c54025fe-45fb-47e3-89e7-b2f477306e4a) 
","","Go to store
Check the footer links",""
"","","","","","","","","","","
Step Description:
Click on any link
Expected Result:
The link is clickable

","","The link is clickable

","","Click on any link",""
"C388970","Footer > links > Contact us","https://virtowayqa.testrail.io/index.php?/attachments/get/1000003055","","Medium","Footer","0","","Footer","","Step Description:
Go to the admin site
Content &gt; B2B-store &gt; Pages
Check the Contact page
Expected Result:
The Contact page is present in the list","","The Contact page is present in the list","","Go to the admin site
Content &gt; B2B-store &gt; Pages
Check the Contact page","Other"
"","","","","","","","","","","
Step Description:
1. Go to store &gt; Footer

2. Click the **Contacts us**
Expected Result:
1. The 'Contacts' page is opened.


 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 






","","1. The 'Contacts' page is opened.


 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 






","","1. Go to store &gt; Footer

2. Click the **Contacts us**",""
"C388971","Demo landing page","","1. Next elements are presented (elements may vary as its a sample of the page):
- Breadcrumbs
- Information block with buttons
- Information block
- Feature information block
- Booking block with buttons
- Catalog preview with several clickable products
- Subscribe block

","Medium","Footer","0","","Footer","1. Go to the footer
2. Click link Demo Landing page
3. Check the page","","","","","","Other"
"C388972","MOBILE  > Subscribe now (stub)","","1. Subscribe now block is resented.
2. Field for email.
3. Button Subscribe.  ","Medium","Footer","0","","Footer","1. Check the Subscribe form on top the footer.","","","","","","Other"
"C388973","MOBILE > Footer links","","1. Bottom footer text: © 2021 VirtoCommerce. All Rights Reserved. ASP.NET e-commerce platform by Virto","Medium","Footer","0","","Footer","1. Check the footer.","","","","","","Other"
"C388990","Search field > general view","","","Medium","Search","0","","Search","","Step Description:
1. Click on the Search button of the header
2. Check the page


Expected Result:
1. Over header opens search block contains the next elements:
-- Search field
-- 'Search' button
-- Close button (X)   ","","1. Over header opens search block contains the next elements:
-- Search field
-- 'Search' button
-- Close button (X)   ","","1. Click on the Search button of the header
2. Check the page

","Other"
"","","","","","","","","","","
Step Description:
1. Type any search word
2. Click on the Close button (X)
Expected Result:
1. Search field cleaned","","1. Search field cleaned","","1. Type any search word
2. Click on the Close button (X)",""
"","","","","","","","","","","
Step Description:
1. Type any search word
2. Click icon Search
3. Click away from the drop-menu
Expected Result:
1. Drop-down menu closed","","1. Drop-down menu closed","","1. Type any search word
2. Click icon Search
3. Click away from the drop-menu",""
"C388991","Search drop-down menu > no products","","","Medium","Search","0","","Search","","Step Description:
1. Click on the Search button to search products
2. Enter any not relevant value in the search field (e.g. djfajsdf)

Expected Result:
1. Output text: No results where found for your djfajsdf query on the white dropdown search block
","","1. Output text: No results where found for your djfajsdf query on the white dropdown search block
","","1. Click on the Search button to search products
2. Enter any not relevant value in the search field (e.g. djfajsdf)
","Other"
"C388992","Search drop-down menu > dynamic search request","","","Medium","Search","0","","Search","","Step Description:
1. Click on the Search button 
2. Enter any relevant 2 symbols in search field (eg pri)
Expected Result:
1. Drop-down presents dynamic-generated results in accordance with the request","","1. Drop-down presents dynamic-generated results in accordance with the request","","1. Click on the Search button 
2. Enter any relevant 2 symbols in search field (eg pri)","Other"
"","","","","","","","","","","
Step Description:
1. Enter any relevant 4 symbols in search field (eg. pri 1)
Expected Result:
1. Drop-down presents dynamic-generated results in accordance with the request","","1. Drop-down presents dynamic-generated results in accordance with the request","","1. Enter any relevant 4 symbols in search field (eg. pri 1)",""
"C388993","Search drop-down menu > no chars entered","","1. There is no drop-down menu shown. 
2. No request was sent

","Medium","Search","0","","Search","1. Open search field
2. Leave the search field empty 
3. Click on the 'Search' button or on the 'Enter' key
","","","","","","Other"
"C388994","Search drop-down menu > enter part name","","1. Search drop-down menu shows the result relevant to the request found
2. Button View all results

","Medium","Search","0","","Search","1. Enter part of the same Name_1 in search field
2. Press button to start search
","","","","","","Automated"
"C388995","Search drop-down menu > enter full name","","","Medium","Search","0","","Search","","Step Description:
1. Open Search
2. Enter the search Name_1 in search field
3. Press button to start search
Expected Result:
1. Search drop-down menu shows the result relevant to the request found with products and categories
2. Button View all results","","1. Search drop-down menu shows the result relevant to the request found with products and categories
2. Button View all results","","1. Open Search
2. Enter the search Name_1 in search field
3. Press button to start search","Other"
"","","","","","","","","","","
Step Description:
1. Check the block of product
Expected Result:
1. Next elements are presented:

-- Product image
-- Product name (clickable)
-- Item
-- List price (Sale price if set up)","","1. Next elements are presented:

-- Product image
-- Product name (clickable)
-- Item
-- List price (Sale price if set up)","","1. Check the block of product",""
"","","","","","","","","","","
Step Description:
1. Click title of any product
Expected Result:
1. Product page opens ","","1. Product page opens ","","1. Click title of any product",""
"","","","","","","","","","","
Step Description:
1. Open Search
2. Enter the search Name_1 in search field
3. Press button to start search
4. Click any category in drop-down menu


Expected Result:
1. Category opens","","1. Category opens","","1. Open Search
2. Enter the search Name_1 in search field
3. Press button to start search
4. Click any category in drop-down menu

",""
"C388996","Search drop-down menu > validation > min &max chars","","","Medium","Search","0","","Search","","Step Description:
1. Enter in the search field query less  than 3 symbols
2. Click on the 'Search' button or on the 'Enter' key  
Expected Result:
1. The search request not sents ","","1. The search request not sents ","","1. Enter in the search field query less  than 3 symbols
2. Click on the 'Search' button or on the 'Enter' key  ","Other"
"","","","","","","","","","","
Step Description:
1. Enter query in more than 400 chars
2. Check the page
Expected Result:
1. Can not enter more chars in the search field
2. Search process starts automated after query == 400 chars","","1. Can not enter more chars in the search field
2. Search process starts automated after query == 400 chars","","1. Enter query in more than 400 chars
2. Check the page",""
"C388997","Search page > general view","","","Medium","Search","0","","Search","","Step Description:
1. Open search field
2. Enter Name_1
3. Click Button Search
4. Click Button View all N results
5. Check the page
Expected Result:
1. Next elements are presented:
Top section: 
- Search result title
- Buttons View:  Grid; List
- Sort by drop-n-down menu

Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters

Product blocks: 
- Product Title (clickable)
- Item # 
- Image with """"-N%"""" badge (if Sale price and List price differences more than 5%)  
- Check-box Compare; 
- N product in stock; 
- Price: sale price, list price; 
- Button Add to cart

Main section:
- Search relegated products 

Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Next elements are presented:
Top section: 
- Search result title
- Buttons View:  Grid; List
- Sort by drop-n-down menu

Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters

Product blocks: 
- Product Title (clickable)
- Item # 
- Image with ""-N%"" badge (if Sale price and List price differences more than 5%)  
- Check-box Compare; 
- N product in stock; 
- Price: sale price, list price; 
- Button Add to cart

Main section:
- Search relegated products 

Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Open search field
2. Enter Name_1
3. Click Button Search
4. Click Button View all N results
5. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Close the search field ( do not clean the search query Name_1)
2. Open Search again
Expected Result:
1. Search field still contains Name_1","","1. Search field still contains Name_1","","1. Close the search field ( do not clean the search query Name_1)
2. Open Search again",""
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C388998","MOBILE > Search field > general view","","","Medium","Search","0","","Search","","Step Description:
1. Tap on the icon Search in the Header

Expected Result:
1. Search bar presented and contain the next elements:
- Input Search field
- Search button
- Close icon (X) ","","1. Search bar presented and contain the next elements:
- Input Search field
- Search button
- Close icon (X) ","","1. Tap on the icon Search in the Header
","Other"
"","","","","","","","","","","
Step Description:
1. Tap on the icon Close
Expected Result:
1. Search bar closed","","1. Search bar closed","","1. Tap on the icon Close",""
"C388999","MOBILE > Search > no products","","1. New page open
2. No products or categories presented 
3. No button View all results","Medium","Search","0","","Search","1. Click on button to search products
2. Enter any value which is not included in the product through the catalog or any random letters in search field (e.g. djfajsdf)
3. Click button Search

","","","","","","Other"
"C389000","MOBILE > Search > enter search name","","","Medium","Search","0","","Search","","Step Description:
1. Enter part of the same Name_1 in search field
2. Press button Search 
Expected Result:
1. New search page opens
2. Product_1 found
3. Category_1 found","","1. New search page opens
2. Product_1 found
3. Category_1 found","","1. Enter part of the same Name_1 in search field
2. Press button Search ","Other"
"","","","","","","","","","","
Step Description:
1. Click icon Close on the search field
Expected Result:
1. Search menu closed","","1. Search menu closed","","1. Click icon Close on the search field",""
"","","","","","","","","","","
Step Description:
1. Click icon Search again
Expected Result:
1. The field saved the search query: Name_1","","1. The field saved the search query: Name_1","","1. Click icon Search again",""
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C389001","Search drop-down > Search by categories","","","Medium","Search","0","","Search","","","","","","","Other"
"C389002","Search drop-down > Search by products","","","Medium","Search","0","","Search","","","","","","","Other"
"C389003","Search drop-down > Search by static pages","","","Medium","Search","0","","Search","","","","","","","Other"
"C407729","Basic Search History Storage","","","High","Search History","1","","Search > Search History","","Step Description:
1. Click on search box
2. Type """"jewelry"""" in search box
3. Press Enter to perform search
4. Navigate back to homepage
5. Click on search box again
Expected Result:
Search history dropdown appears
""""jewelry"""" appears in """"Suggestions & history"""" section
Search history item has proper icon and formatting","","Search history dropdown appears
""jewelry"" appears in ""Suggestions & history"" section
Search history item has proper icon and formatting","","1. Click on search box
2. Type ""jewelry"" in search box
3. Press Enter to perform search
4. Navigate back to homepage
5. Click on search box again","Functional"
"C407730","Multiple Search History Items","","","High","Search History","1","","Search > Search History","","Step Description:
1. From homepage, click search box
2. Clear existing text and type """"pri 1""""
3. Press Enter to perform search
4. Navigate back to homepage
5. Click on search box
Expected Result:
Both """"jewelry"""" and """"pri 1"""" appear in search history
Most recent search (""""pri 1"""") appears first
Both items are clickable with proper icons","","Both ""jewelry"" and ""pri 1"" appear in search history
Most recent search (""pri 1"") appears first
Both items are clickable with proper icons","","1. From homepage, click search box
2. Clear existing text and type ""pri 1""
3. Press Enter to perform search
4. Navigate back to homepage
5. Click on search box","Functional"
"C407731","Search History Item Click Functionality","","","High","Search History","1","","Search > Search History","","Step Description:
1. Click on search box to open dropdown
2. Click on """"pri 1"""" from search history
Expected Result:
Search is automatically executed
User is redirected to search results page
URL contains query parameter """"?q=pri+1""""
Search results show products containing """"pri""""
Results count is displayed (e.g., """"74 results"""")","","Search is automatically executed
User is redirected to search results page
URL contains query parameter ""?q=pri+1""
Search results show products containing ""pri""
Results count is displayed (e.g., ""74 results"")","","1. Click on search box to open dropdown
2. Click on ""pri 1"" from search history","Functional"
"C407732","Search History Persistence","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Perform search for """"test term""""
2. Navigate to different pages (categories, product pages)
3. Return to homepage
4. Click on search box
Expected Result:
Search history is maintained
""""test term"""" appears in search history","","Search history is maintained
""test term"" appears in search history","","1. Perform search for ""test term""
2. Navigate to different pages (categories, product pages)
3. Return to homepage
4. Click on search box","Functional"
"C407733","Search History Limit","","","Low","Search History","1","","Search > Search History","","Step Description:
1. Perform multiple different searches (watches, phone, test term, jewelry, pri 1)
2. Check search history dropdown
Expected Result:
Only recent searches are shown (4 items displayed)
System maintains reasonable limit and shows most recent searches first","","Only recent searches are shown (4 items displayed)
System maintains reasonable limit and shows most recent searches first","","1. Perform multiple different searches (watches, phone, test term, jewelry, pri 1)
2. Check search history dropdown","Functional"
"C407734","Basic Product Suggestions Display","","","High","Search History","1","","Search > Search History","","Step Description:
1. Click on search box
2. Type """"jewelry""""
Expected Result:
Dropdown appears with """"Products"""" section
6 relevant jewelry products are displayed
Each product shows: image, name, price
""""View all X results"""" button appears showing total count","","Dropdown appears with ""Products"" section
6 relevant jewelry products are displayed
Each product shows: image, name, price
""View all X results"" button appears showing total count","","1. Click on search box
2. Type ""jewelry""","Functional"
"C407735","Product Suggestions Content Accuracy","","","High","Search History","1","","Search > Search History","","Step Description:
1. Type """"jewelry"""" in search box
2. Review displayed products
Expected Result:
All suggested products contain """"jewelry"""" in name/description
Products are diverse (different brands, types)
Prices are displayed correctly
Product images load properly","","All suggested products contain ""jewelry"" in name/description
Products are diverse (different brands, types)
Prices are displayed correctly
Product images load properly","","1. Type ""jewelry"" in search box
2. Review displayed products","Functional"
"C407736","Product Suggestions for Different Categories","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Test search term """"pri"""" (for PRITOM products)
2. Review suggestions
Expected Result:
Relevant PRITOM tablets and devices appear
Products match search term context
Mixed product types (tablets, hair dryers, etc.)","","Relevant PRITOM tablets and devices appear
Products match search term context
Mixed product types (tablets, hair dryers, etc.)","","1. Test search term ""pri"" (for PRITOM products)
2. Review suggestions","Functional"
"C407737","Page Suggestions","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Type search term that might match page content
2. Check for """"Pages"""" section in dropdown
Expected Result:
Pages section appears when relevant
Shows page titles and links
Examples: """"Home"""", """"test demo landing""""","","Pages section appears when relevant
Shows page titles and links
Examples: ""Home"", ""test demo landing""","","1. Type search term that might match page content
2. Check for ""Pages"" section in dropdown","Functional"
"C407738","View All Results Link","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Type """"jewelry"""" in search box
2. Click """"View all 14 results"""" button
Expected Result:
Redirects to full search results page
Shows all matching products (14 for jewelry)
URL contains proper query parameter
Results page has filtering/sorting options","","Redirects to full search results page
Shows all matching products (14 for jewelry)
URL contains proper query parameter
Results page has filtering/sorting options","","1. Type ""jewelry"" in search box
2. Click ""View all 14 results"" button","Functional"
"C407739","Product Suggestion Click Navigation","","","High","Search History","1","","Search > Search History","","Step Description:
1. Type search term to show product suggestions
2. Click on a specific product suggestion
Expected Result:
Navigates to product detail page
Correct product information displayed
URL matches product identifier","","Navigates to product detail page
Correct product information displayed
URL matches product identifier","","1. Type search term to show product suggestions
2. Click on a specific product suggestion","Functional"
"C407740","Real-time Suggestions Update","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Type """"j"""" in search box
2. Add """"e"""" → """"je""""
3. Add """"w"""" → """"jew""""
4. Complete → """"jewelry""""
Expected Result:
Suggestions update with each character
Results become more specific
No delays or performance issues","","Suggestions update with each character
Results become more specific
No delays or performance issues","","1. Type ""j"" in search box
2. Add ""e"" → ""je""
3. Add ""w"" → ""jew""
4. Complete → ""jewelry""","Functional"
"C407741","Empty Search Handling","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Click search box without typing
2. Try to search with empty input
Expected Result:
Appropriate handling (no search executed or default behavior)
No errors displayed
Search history shown if available","","Appropriate handling (no search executed or default behavior)
No errors displayed
Search history shown if available","","1. Click search box without typing
2. Try to search with empty input","Functional"
"C407742","Special Characters in Search","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Search for terms with: quotes, apostrophes, numbers
2. Examples: """"women's jewelry"""", """"pri 1"""", """"10k gold""""
Expected Result:
Special characters handled correctly
Search history stores full term
Suggestions work properly","","Special characters handled correctly
Search history stores full term
Suggestions work properly","","1. Search for terms with: quotes, apostrophes, numbers
2. Examples: ""women's jewelry"", ""pri 1"", ""10k gold""","Functional"
"C407743","Long Search Terms","","","Low","Search History","1","","Search > Search History","","Step Description:
1. Enter search term >100 characters
2. Check dropdown display and functionality
Expected Result:
Long terms truncated appropriately in display
Full functionality maintained
No UI breaking","","Long terms truncated appropriately in display
Full functionality maintained
No UI breaking","","1. Enter search term >100 characters
2. Check dropdown display and functionality","Functional"
"C407744","No Results Scenario","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Search for nonsensical term """"xyzabc123""""
2. Check suggestions and results
Expected Result:
Appropriate """"no results"""" message
Alternative suggestions provided
Search history still functions","","Appropriate ""no results"" message
Alternative suggestions provided
Search history still functions","","1. Search for nonsensical term ""xyzabc123""
2. Check suggestions and results","Functional"
"C407745","Performance with Large Datasets","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Search for common terms (e.g., """"the"""", """"and"""")
2. Measure response time for suggestions
Expected Result:
Suggestions appear within 500ms
No browser freezing
Smooth scrolling in results","","Suggestions appear within 500ms
No browser freezing
Smooth scrolling in results","","1. Search for common terms (e.g., ""the"", ""and"")
2. Measure response time for suggestions","Performance"
"C407746","Dropdown Visual Design","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Open search suggestions dropdown
2. Review visual elements
Expected Result:
Clear section headers (""""Suggestions & history"""", """"Products"""", """"Pages"""")
Proper spacing and alignment
Icons display correctly
Consistent font and colors","","Clear section headers (""Suggestions & history"", ""Products"", ""Pages"")
Proper spacing and alignment
Icons display correctly
Consistent font and colors","","1. Open search suggestions dropdown
2. Review visual elements","Other"
"C407747","Mobile Responsiveness","","","High","Search History","1","","Search > Search History","","Step Description:
1. Test on mobile viewport
2. Check dropdown behavior and touch interactions
Expected Result:
Dropdown fits screen properly
Touch targets are appropriate size
Scrolling works smoothly","","Dropdown fits screen properly
Touch targets are appropriate size
Scrolling works smoothly","","1. Test on mobile viewport
2. Check dropdown behavior and touch interactions","Compatibility"
"C407748","Keyboard Navigation","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Open suggestions dropdown
2. Use arrow keys to navigate
3. Press Enter to select
Expected Result:
Arrow keys move between suggestions
Visual highlight indicates selection
Enter key executes selection","","Arrow keys move between suggestions
Visual highlight indicates selection
Enter key executes selection","","1. Open suggestions dropdown
2. Use arrow keys to navigate
3. Press Enter to select","Accessibility"
"C407749","Screen Reader Compatibility","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Use screen reader to navigate search functionality
2. Check for proper ARIA labels and descriptions
Expected Result:
Search suggestions are announced
Clear navigation instructions
Proper labeling of sections","","Search suggestions are announced
Clear navigation instructions
Proper labeling of sections","","1. Use screen reader to navigate search functionality
2. Check for proper ARIA labels and descriptions","Accessibility"
"C407750","Cross-Browser Functionality","","","High","Search History","1","","Search > Search History","","Step Description:
1. Test in Chrome, Firefox, Safari, Edge
2. Verify all functionality works consistently
Expected Result:
Consistent behavior across browsers
No browser-specific issues
Similar performance characteristics","","Consistent behavior across browsers
No browser-specific issues
Similar performance characteristics","","1. Test in Chrome, Firefox, Safari, Edge
2. Verify all functionality works consistently","Compatibility"
"C407751","User-Specific Search History Isolation","","","High","Search History","1","","Search > Search History","","Step Description:
1. Login as User A
2. Perform searches: """"laptop"""", """"mouse""""
3. Logout from User A
4. Login as User B
5. Perform searches: """"phone"""", """"tablet""""
6. Check search history dropdown for User B
7. Logout and login back as User A
8. Check search history dropdown for User A
Expected Result:
User A sees only their searches: """"laptop"""", """"mouse""""
User B sees only their searches: """"phone"""", """"tablet""""
No cross-contamination of search history between users","","User A sees only their searches: ""laptop"", ""mouse""
User B sees only their searches: ""phone"", ""tablet""
No cross-contamination of search history between users","","1. Login as User A
2. Perform searches: ""laptop"", ""mouse""
3. Logout from User A
4. Login as User B
5. Perform searches: ""phone"", ""tablet""
6. Check search history dropdown for User B
7. Logout and login back as User A
8. Check search history dropdown for User A","Functional"
"C407752","Guest vs Registered User Search History","","","High","Search History","1","","Search > Search History","","Step Description:
1. As guest user, perform searches: """"headphones"""", """"keyboard""""
2. Register/Login as new user
3. Perform searches: """"monitor"""", """"webcam""""
4. Logout and browse as guest again
Expected Result:
Guest search history is separate from registered user
Registered user starts with clean search history
Guest retains their previous search history (if stored locally)
Clear separation between user types","","Guest search history is separate from registered user
Registered user starts with clean search history
Guest retains their previous search history (if stored locally)
Clear separation between user types","","1. As guest user, perform searches: ""headphones"", ""keyboard""
2. Register/Login as new user
3. Perform searches: ""monitor"", ""webcam""
4. Logout and browse as guest again","Functional"
"C407753","Search History Clearing on User Switch","","","Medium","Search History","1","","Search > Search History","","Step Description:
1. Login as User A with existing search history
2. Note current search history items
3. Logout from User A
4. Login as different User B
5. Check search dropdown immediately
Expected Result:
User B's dropdown shows either:
- Empty search history (if new user), OR
- User B's own previous search history
- No traces of User A's search history remain","","User B's dropdown shows either:
- Empty search history (if new user), OR
- User B's own previous search history
- No traces of User A's search history remain","","1. Login as User A with existing search history
2. Note current search history items
3. Logout from User A
4. Login as different User B
5. Check search dropdown immediately","Functional"
